question,context,lang,answerable,answer_start,answer,answer_inlang
هل يمكن قياس عمر الجليد ؟,"The Quaternary glaciation describes a geological time in Earth history, also known in popular terminology as the Ice Age, or Pleistocene glaciation, is a series of glacial events separated by interglacial events during the Quaternary period that began 2.58 Ma (million years ago), and is ongoing.
It is one of five major glacial periods or ""ice ages"" in Earth's history since about 2.5 billion years ago; the preceding one, known as the Karoo Ice Age, lasted from about 360 to 260 Ma (Carboniferous to Mid-Permian). Outside of these ice ages, the Earth seems to have been completely ice-free, even at high latitudes.",ar,False,-1,no,
هل ساهم نيلسون  مانديلا في العدالة الإنتقالية في جنوب أفريقيا؟,"Since the transition to democracy in South Africa with the Nelson Mandela presidency in 1994, the term has become more widely known outside of Southern Africa, notably popularised to English-language readers through the ubuntu theology of Desmond Tutu. Tutu was the chairman of the South African Truth and Reconciliation Commission (TRC), and many have argued that ""ubuntu"" was a formative influence on the TRC.",ar,False,-1,no,
هل يشكل التنمر الإلكتروني خطورة علي حياة القاصرين ؟,"There are laws that only address online harassment of children or focus on child predators, as well as laws that protect adult cyberstalking victims, or victims of any age. Currently, there are 45 cyberstalking (and related) laws on the books. While some sites specialize in laws that protect victims age 18 and under, Working to Halt Online Abuse is a help resource containing a list of current and pending cyberstalking-related United States federal and state laws. It also lists those states that do not yet have laws, and related laws from other countries. The Global Cyber Law Database (GCLD) aims to become the most comprehensive and authoritative source of cyber laws for all countries. Some states such as Florida, California, and Missouri have developed state laws against Cyberbullying. California has the Safe Place to Learn Act and also has a law that states ""the use of an electronic device to cause someone to fear for their life"" can be charged with a misdemeanor which can be punishable to up to one year in prison. In Florida, the ""Jeffrey Johnson Stand Up for All Students Act"" prohibits any type of bullying and does speak on cyberbullying. In Missouri, anyone who violently threatens someone over social media can be convicted with a Class A misdemeanor, but if the victim is seventeen years or younger, they can be convicted with a Class D felony.",ar,False,-1,no,
هل السرطان مرض مميت ؟,"Cancer is a group of diseases involving abnormal cell growth with the potential to invade or spread to other parts of the body. These contrast with benign tumors, which do not spread to other parts of the body. Possible signs and symptoms include a lump, abnormal bleeding, prolonged cough, unexplained weight loss and a change in bowel movements. While these symptoms may indicate cancer, they may have other causes. Over 100 types of cancers affect humans.
Tobacco use is the cause of about 22% of cancer deaths. Another 10% are due to obesity, poor diet, lack of physical activity or excessive drinking of alcohol. Other factors include certain infections, exposure to ionizing radiation and environmental pollutants. In the developing world, 15% of cancers are due to infections such as ""Helicobacter pylori"", hepatitis B, hepatitis C, human papillomavirus infection, Epstein–Barr virus and human immunodeficiency virus (HIV). These factors act, at least partly, by changing the genes of a cell. Typically, many genetic changes are required before cancer develops. Approximately 5–10% of cancers are due to inherited genetic defects from a person's parents. Cancer can be detected by certain signs and symptoms or screening tests. It is then typically further investigated by medical imaging and confirmed by biopsy.
Many cancers can be prevented by not smoking, maintaining a healthy weight, not drinking too much alcohol, eating plenty of vegetables, fruits and whole grains, vaccination against certain infectious diseases, not eating too much processed and red meat and avoiding too much sunlight exposure. Early detection through screening is useful for cervical and colorectal cancer. The benefits of screening in breast cancer are controversial. Cancer is often treated with some combination of radiation therapy, surgery, chemotherapy and targeted therapy. Pain and symptom management are an important part of care. Palliative care is particularly important in people with advanced disease. The chance of survival depends on the type of cancer and extent of disease at the start of treatment. In children under 15 at diagnosis, the five-year survival rate in the developed world is on average 80%. For cancer in the United States, the average five-year survival rate is 66%.
In 2015, about 90.5 million people had cancer. About 14.1 million new cases occur a year (not including skin cancer other than melanoma). It caused about 8.8 million deaths (15.7% of deaths). The most common types of cancer in males are lung cancer, prostate cancer, colorectal cancer and stomach cancer. In females, the most common types are breast cancer, colorectal cancer, lung cancer and cervical cancer. If skin cancer other than melanoma were included in total new cancer cases each year, it would account for around 40% of cases. In children, acute lymphoblastic leukemia and brain tumors are most common, except in Africa where non-Hodgkin lymphoma occurs more often. In 2012, about 165,000 children under 15 years of age were diagnosed with cancer. The risk of cancer increases significantly with age, and many cancers occur more commonly in developed countries. Rates are increasing as more people live to an old age and as lifestyle changes occur in the developing world. The financial costs of cancer were estimated at $1.16 trillion USD per year .
",ar,False,-1,no,
هل ديك غرايسون إبن الرجل الوطواط ؟,"The youngest in a family of acrobats known as the ""Flying Graysons"", Dick watches a mafia boss named Tony Zucco kill his parents in order to extort money from the circus that employed them. After the tragic murder, Batman (Bruce Wayne) takes Dick in as his legal ward (retconned as an adopted son in some cases) and trains him to become his crime-fighting partner Robin. He is written by many authors as the first son of Batman. As well as being Batman's crime-fighting partner, Dick establishes himself as the leader of the Teen Titans, a team of teenage superheroes. As a young man, he retires as Robin and takes on his own superhero identity to assert his independence, becoming Nightwing. As Nightwing, he continues to lead the Teen Titans and later the Outsiders. In the first volume of his eponymous series (1996–2009), he becomes the protector of Blüdhaven, Gotham's economically troubled neighboring city, the locale the character is most closely associated with. He has also been depicted as protecting the streets of New York, Chicago, and Gotham City over the years.",ar,False,-1,no,
هل يمكن تطبيق الإستنساخ في الإنسان ؟,"With the cloning of a sheep known as Dolly in 1996 by somatic cell nuclear transfer (SCNT), the idea of human cloning became a hot debate topic. Many nations outlawed it, while a few scientists promised to make a clone within the next few years. The first hybrid human clone was created in November 1998, by Advanced Cell Technology. It was created using SCNT - a nucleus was taken from a man's leg cell and inserted into a cow's egg from which the nucleus had been removed, and the hybrid cell was cultured, and developed into an embryo. The embryo was destroyed after 12 days.",ar,False,-1,no,
هل يسبب الديسك آلام في الأرجل ؟,"Symptoms of a herniated disc can vary depending on the location of the herniation and the types of soft tissue involved. They can range from little or no pain, if the disc is the only tissue injured, to severe and unrelenting neck pain or low back pain that radiates into regions served by nerve roots which have been irritated or impinged by the herniated material. Often, herniated discs are not diagnosed immediately, as patients present with undefined pains in the thighs, knees, or feet.",ar,False,-1,no,
هل سرطان دم قاتل في ثلاث أيام؟,"Acute myeloid leukemia (AML) is a cancer of the myeloid line of blood cells, characterized by the rapid growth of abnormal cells that build up in the bone marrow and blood and interfere with normal blood cells. Symptoms may include feeling tired, shortness of breath, easy bruising and bleeding, and increased risk of infection. Occasionally spread may occur to the brain, skin, or gums. As an acute leukemia, AML progresses rapidly and is typically fatal within weeks or months if left untreated.
Risk factors include smoking, previous chemotherapy or radiation therapy, myelodysplastic syndrome, and exposure to the chemical benzene. The underlying mechanism involves replacement of normal bone marrow with leukemia cells, which results in a drop in red blood cells, platelets, and normal white blood cells. Diagnosis is generally based on bone marrow aspiration and specific blood tests. AML has several subtypes; for which treatments and outcomes may vary.
AML, typically is initially treated with chemotherapy aimed at inducing remission. People may then go on to receive additional chemotherapy, radiation therapy, or a stem cell transplant. The specific genetic mutations present within the cancer cells may guide therapy, as well as determine how long that person is likely to survive. Arsenic trioxide may be tried in cases that have recurred following usual treatments.
AML affected about one million people globally in 2015 and resulted in 147,000 deaths. It most commonly occurs in older adults. Males are affected more often than females. AML is curable in about 35% of people under 60 years old and 10% over 60 years old. Older people who are not healthy enough to receive intensive chemotherapy have a typical survival of 5–10 months. It accounts for roughly 1.8% of cancer deaths in the United States.
",ar,False,-1,no,
هل توجد غابات في روسيا ؟,"From north to south the East European Plain, also known as Russian Plain, is clad sequentially in Arctic tundra, coniferous forest (taiga), mixed and broad-leaf forests, grassland (steppe), and semi-desert (fringing the Caspian Sea), as the changes in vegetation reflect the changes in climate. Siberia supports a similar sequence but is largely taiga. Russia has the world's largest forest reserves, known as ""the lungs of Europe"", second only to the Amazon Rainforest in the amount of carbon dioxide it absorbs.",ar,False,-1,no,
هل من المسموح ممارسة الجنس في شهر رمضان ؟,"Eating, drinking, and sexual relations are not allowed between dawn (""fajr""), and sunset (""maghrib""). Fasting is considered an act of deeply personal worship in which Muslims seek a raised level of closeness to God.",ar,False,-1,no,
هل اسم العلم يعتبر اسم ممنوع من الصرف في اللغة العربية؟,"Arabic distinguishes between nouns based on number ( '). All nouns are either singular ( ') dual ( '), or plural ( '). In Classical Arabic, the use of the dual is mandatory whenever exactly two objects are referred to, regardless of whether the ""two-ness"" of the objects is explicit or not. For example, in a sentence like ""I picked up my children from school yesterday and then helped them with their homework"", the words ""children"", ""them"" and ""their"" must be in the dual if exactly two children are referred to, regardless of whether the speaker wants to make this fact explicit or not. This implies that when the plural is used, it ""necessarily"" implies three or more. (Colloquial varieties of Arabic are very different in this regard, as the dual is normally used only for emphasis, i.e. in cases similar to when an English speaker would use the word ""two"".)",ar,False,-1,no,
هل تقع  السواحل  الإماراتية على المحيط الهندي؟,"It is the largest peninsula in the world, at . The peninsula consists of the countries Yemen, Oman, Qatar, Bahrain, Kuwait, Saudi Arabia and the United Arab Emirates. The peninsula formed as a result of the rifting of the Red Sea between 56 and 23 million years ago, and is bordered by the Red Sea to the west and southwest, the Persian Gulf to the northeast, the Levant to the north and the Indian Ocean to the southeast. The peninsula plays a critical geopolitical role in the Middle East and the Arab world due to its vast reserves of oil and natural gas.",ar,False,-1,no,
هل كان للعالم جابر بن حيان اهتمامات بعلم الصيدلة؟,"According to the philologist-historian Paul Kraus (1904–1944), Jabir cleverly mixed in his alchemical writings unambiguous references to the Ismaili or Qarmati movement. Kraus wrote, “Let us first notice that most of the names we find in this list have undeniable affinities with the doctrine of Shi'i Gnosis, especially with the Ismaili system”. Henry Corbin believes that Jabir ibn Hayyan was an Ismaili. Jabir was a natural philosopher who lived mostly in the 8th century; he was born in Tus, Khorasan, in Persia, well known as Iran then ruled by the Umayyad Caliphate. Jabir in the classical sources has been variously attributed as al-Azdi, al-Kufi, al-Tusi, al-Sufi, al-Tartusi or al-Tarsusi, and al-Harrani. There is a difference of opinion as to whether he was an Arab from Kufa who lived in Khurasan, or a Persian from Khorasan who later went to Kufa or whether he was, as some have suggested, of Syrian Sabian origin and later lived in Persia and Iraq. In some sources, he is reported to have been the son of Hayyan al-Azdi, a pharmacist of the Arabian Azd tribe who emigrated from Yemen to Kufa (in present-day Iraq). while Henry Corbin believes Geber seems to have been a non-Arab ""client"" of the 'Azd tribe. Hayyan had supported the Abbasid revolt against the Umayyads, and was sent by them to the province of Khorasan to gather support for their cause. He was eventually caught by the Umayyads and executed. His family fled to Yemen, perhaps to some of their relatives in the Azd tribe, where Jabir grew up and studied the Quran, mathematics and other subjects. Jabir's father's profession may have contributed greatly to his interest in alchemy.",ar,False,-1,no,
هل توجد بكتيريا في معدة الانسان ؟,"Helicobacter pylori, previously known as Campylobacter pylori, is a Gram-negative, microaerophilic bacterium usually found in the stomach. It was identified in 1982 by Australian scientists Barry Marshall and Robin Warren, who found that it was present in a person with chronic gastritis and gastric ulcers, conditions not previously believed to have a microbial cause. It is also linked to the development of duodenal ulcers and stomach cancer. However, over 80% of individuals infected with the bacterium are asymptomatic, and it may play an important role in the natural stomach ecology.",ar,False,-1,no,
هل إستعمال الحشيش محضور في الأردن ؟,"Uruguay and Canada are the only sovereign states that have fully legalized the consumption and sale of recreational cannabis nationwide. In the United States, ten states and the District of Columbia have legalized sales and consumption although it remains federally illegal. Court rulings in Georgia and South Africa have led to the legalization of consumption of cannabis, but not legal sales. A policy of limited enforcement has also been adopted in many countries, in particular Spain and the Netherlands where the sale of cannabis is tolerated at licensed establishments.",ar,False,-1,no,
هل يتشابه المعتزلة مع الصوفيين ؟,"The philosophical speculation of the Muʿtazilites centred on the concepts of divine justice and divine unity. The school worked to resolve the theological ""problem of evil"": how to reconcile the justice of an all-powerful God with the reality of evil in the world. It believed that since God is just and wise, He cannot command what is contrary to reason or act with disregard for the welfare of His creatures.",ar,False,-1,no,
هل يسمح مصرف ليبيا المركزي بأخذ قروض ؟,"In 1976, The Libyan Central Bank provided a loan of US $50 million to the Habib Bank of Pakistan as a form of aid. In the same year, an economic and cultural agreement was also signed, in which a combined shipping company was established.",ar,False,-1,no,
هل يمكن علاج إدمان الهيرووين ؟,"A number of European countries prescribe heroin for treatment of heroin addiction. Diamorphine may be used as a maintenance drug to assist the treatment of opiate addiction, normally in long-term chronic intravenous (IV) heroin users. It is only prescribed following exhaustive efforts at treatment via other means. It is sometimes thought that heroin users can walk into a clinic and walk out with a prescription, but the process takes many weeks before a prescription for diamorphine is issued. Though this is somewhat controversial among proponents of a zero-tolerance drug policy, it has proven superior to methadone in improving the social and health situations of addicts.",ar,False,-1,no,
ماهي السياسة الزراعية في الجزائر ؟,"In November 1830, French colonial officials attempted to limit the arrivals at Algerian ports by requiring the presentation of passports and residence permits. The regulations created by the French government in May 1831 required permission from the Interior Ministry to enter Algeria and other French controlled territories. This May circular allowed merchants with trading interests easy access to passports because they were not permanent settlers and wealthy persons who planned on founding agricultural enterprises in Algeria were also freely given access to move. The circular forbid the passage of indigents and needy unskilled workers. During the 1840s, the French government assisted certain emigrants to Algeria, who were mostly urban workers from the Paris basin and France's eastern frontier and were not the agricultural workers that the colonial officials wanted to be sent from France. Single men received 68 percent of the free passages and only 14 percent of the emigrants were women because of varying policies about the emigration of families that all favored unaccompanied males who were seen as more flexible and useful for laborious tasks. Initially in November 1840, families were eligible only if they had no small children and two-thirds of the family was able to work. Later, in September 1841, only unaccompanied males could travel to Algeria for free and a complicated system for families was developed that made subsidized travel almost unavailable. These emigrants were offered many different forms of government assistance including free passages (both to the ports of France and by ship to Algeria), wine rations and food, land concessions, and promised high wages. Between 1841 and 1845, about 20,000 individuals were offered this assisted emigration by the French government, though it is unknown exactly how many actually went to Algeria. These measures were funded and supported by the French government (both local officials and national) because they saw the move to Algeria as a solution to overpopulation and unemployment; those who applied for assisted emigration emphasized their work ethics, undeserved employment in France, a presumption of government obligation to the less fortunate. By 1848, Algeria was populated by 109,400 Europeans, only 42,274 of which were French.",ar,False,-1,no,
هل كان نظام حكم متصرفية جبل لبنان فعالاً ؟,"This Mutasarrifate system lasted from 1861 until 1918, although it was ""de facto"" abolished by Djemal Pasha (one of the ""Three Pashas"" of the World War I-era Ottoman leadership) in 1915, after which he appointed his own governors.",ar,False,-1,no,
هل تحتوي  اليمن على بركان؟,"Aden ( , ; """" ) is a port city and the temporary capital of Yemen, located by the eastern approach to the Red Sea (the Gulf of Aden), some east of Bab-el-Mandeb. Its population is approximately 800,000 people. Aden's natural harbour lies in the crater of a dormant volcano, which now forms a peninsula joined to the mainland by a low isthmus. This harbour, Front Bay, was first used by the ancient Kingdom of Awsan between the 5th and 7th centuries BC. The modern harbour is on the other side of the peninsula. Aden gives its name to the Gulf of Aden.",ar,False,-1,no,
هل دبي وجهة سياحية رخيصة ؟,"Tourist accommodation in Dubai is ubiquitous and relatively expensive, and all of the world's major chains are present in the city. In early August 2013, plans for Dubai's first underwater hotel, the Water Discus Hotel, were publicly revealed. Developed by Polish company Deep Ocean Technology, the Water Discus will be the world's largest hotel of its kind and will be in addition to two underwater suites in existence at Dubai's The Palm: Atlantis accommodation venue.",ar,False,-1,no,
هل من الممكن أداء السحر من قبل أي شخص ؟,"Many of the practices which have been labelled magic can be performed by anyone. For instance, some charms can be recited by individuals with no specialist knowledge nor any claim to have having a specific power. Others require specialised training in order to perform them. Some of the individuals who performed magical acts on a more than occasional basis came to be identified as magicians, or with related concepts like sorcerers/sorceresses, witches, or cunning folk. Identities as a magician can stem from an individual's own claims about themselves, or it can be a label placed upon them by others. In the latter case, an individual could embrace such a label, or they could reject it, sometimes vehemently.",ar,False,-1,no,
هل يحتوي الترامادول على الكودايين أو الأفيون؟,"Tramadol, sold under the brand name Ultram among others, is an opioid pain medication used to treat moderate to moderately severe pain. When taken by mouth in an immediate-release formulation, the onset of pain relief usually begins within an hour. It is also available by injection. It may be sold in combination with paracetamol (acetaminophen) or as longer acting formulations.
Common side effects include constipation, itchiness, and nausea. Serious side effects may include seizures, increased risk of serotonin syndrome, decreased alertness, and drug addiction. A change in dosage may be recommended in those with kidney or liver problems. It is not recommended in those who are at risk of suicide or in those who are pregnant. While not recommended in women who are breastfeeding, those who take a single dose should not generally stop breastfeeding.
Tramadol acts by binding to the μ-opioid receptor of the neuron and is also a serotonin–norepinephrine reuptake inhibitor. It is converted in the liver to O-desmethyltramadol, an opioid with stronger binding to the μ-opioid receptor.
Tramadol was launched under the name ""Tramal"" in 1977 by the West German pharmaceutical company Grünenthal GmbH. In the mid 1990s it was approved in the United Kingdom and the United States. It is available as a generic medication and marketed under many brand names worldwide. In the United States the wholesale cost is less than US$0.05 per dose as of 2018. In 2016 it was the 39th most prescribed medication in the United States with more than 19 million prescriptions.",ar,False,-1,no,
هل يساهم التعليم المهني في الحد من البطالة؟,"The case has been made the past few years on the need to provide technical training to youth to prepare them specifically for a job. TVET and Vocational education would help address the skills crisis. Some countries – among them Switzerland, The Netherlands, Singapore, Austria, Norway and Germany – have been remarkably successful in developing vocational education – and have reduced youth unemployment to as little as half the OECD average.",ar,False,-1,no,
هل برتبط جهاز المخابرات بمجلس الامن القومي؟,"The National Security Council was created in 1947 by the National Security Act. It was created because policymakers felt that the diplomacy of the State Department was no longer adequate to contain the USSR in light of the tension between the Soviet Union and the United States. The intent was to ensure coordination and concurrence among the Army, Marine Corps, Navy, Air Force and other instruments of national security policy such as the Central Intelligence Agency (CIA), also created in the National Security Act. In 2004, the position of Director of National Intelligence (DNI) was created, taking over the responsibilities previously held by the head of CIA, the Director of Central Intelligence, as a cabinet-level position to oversee and coordinate activities of the Intelligence Community.",ar,False,-1,no,
هل كريستوفر كولومبوس مسيحي؟,"Christopher Columbus (; before 31 October 145120 May 1506) was an Italian explorer, navigator, and colonist who completed four voyages across the Atlantic Ocean under the auspices of the Catholic Monarchs of Spain. He led the first European expeditions to the Caribbean, Central America, and South America, initiating the permanent European colonization of the Americas. Columbus discovered the viable sailing route to the Americas, a continent which was not then known to the Old World. While what he thought he had discovered was a route to the Far East, he is credited with the opening of the Americas for conquest and settlement by Europeans.",ar,False,-1,no,
هل تعد القوارض من أكثر المخلوقات احتمالية لحمل فيروس لاسا؟,"In 1969, missionary nurse Laura Wine fell ill with a mysterious disease she contracted from an obstetrical patient in Lassa, a village in Borno State, Nigeria. She was then transported to Jos, Nigeria where she died. Subsequently, two others became infected, one of whom was fifty-two-year-old nurse Lily Pinneo who had cared for Laura Wine. Samples from Pinneo were sent to Yale University in New Haven where a new virus, that would later be known as Lassa virus, was isolated for the first time. By 1972, the multimammate rat, ""Mastomys natalensis,"" was found to be the main reservoir of the virus in West Africa, able to shed virus in its urine and feces without exhibiting visible symptoms.",ar,False,-1,no,
هل إعداد الميزانية هو من الوظائف الإدارية الأساسية؟,"There are many steps when it comes to the development of the budget within the executive branch which takes nearly a year to complete. The first step is the Office of Management and Budget informing the president of the economic situation of the country.  The next step takes place in the spring and is known as the “Spring Guidance” in which the Office of Management and Budget provide executive agencies with instructions on policy guidance for the agencies to use when coming up with their budget requests along with thru due dates for agencies to submit their request. The OMB then works with the executive agencies to discuss issues for the upcoming budget. In July, the OMB issues circular A-11 to all agencies, which outlines clear instructions on submitting the budget proposals which the executive agencies then submit by September. The fiscal year begins October 1<sup>st</sup> and the OMB staff meet with senior agency representatives to discuss their proposals to find out if it fits in line with the president’s priorities and policies and identify constraints within the budget proposal until late November. The OMB director then meets with president and EOP advisors to discuss the budget proposals set forth by the agencies and recommends a federal budget proposal. The agencies are notified about decisions regarding their budget requests in which they can appeal to OMB and the President in December if they not satisfied with the decision. After working together to resolve issues, agencies and OMB prepare a budget justification document to present to relevant congressional committees, especially the appropriations committee. Finally, by the first Monday in February, the president must review and submit the final budget to congress to approve.",ar,False,-1,no,
هل هناك مصادر حيوانية للفيتامين سي؟,"Animal-sourced foods do not provide much vitamin C, and what there is, is largely destroyed by the heat of cooking. For example, raw chicken liver contains 17.9 mg/100 g, but fried, the content is reduced to 2.7 mg/100 g. Chicken eggs contain no vitamin C, raw or cooked. Vitamin C is present in human breast milk at 5.0 mg/100 g and 6.1 mg/100 g in one tested sample of infant formula, but cow's milk contains only 1.0 mg/ 100 g.",ar,False,-1,no,
هل زين الدين زيدان أمازيغي؟,"Zinedine Yazid Zidane was born on 23 June 1972 in La Castellane, Marseille, in Southern France. He is the youngest of five siblings. Zidane is of Algerian Kabyle descent. His parents, Smaïl and Malika, emigrated to Paris from the village of Aguemoune in the Berber-speaking region of Kabylie in northern Algeria in 1953 before the start of the Algerian War. The family, which had settled in the city's tough northern districts of Barbès and Saint-Denis, found little work in the region, and in the mid-1960s moved to the northern Marseille suburb of La Castellane in the 16th arrondissement of Marseille.",ar,False,-1,no,
هل يؤدي  داء ميناماتا للوفاة؟,"Minamata disease was first discovered in Minamata city in Kumamoto prefecture, Japan, in 1956. It was caused by the release of methylmercury in the industrial wastewater from the Chisso Corporation's chemical factory, which continued from 1932 to 1968. This highly toxic chemical bioaccumulated in shellfish and fish in Minamata Bay and the Shiranui Sea, which, when eaten by the local population, resulted in mercury poisoning. While cat, dog, pig, and human deaths continued for 36 years, the government and company did little to prevent the pollution. The animal effects were severe enough in cats that they came to be named as having ""dancing cat fever"".",ar,False,-1,no,
هل آثينا هي ابنة زيوس المفضلة؟,"In the classical Olympian pantheon, Athena was regarded as the favorite daughter of Zeus, born fully armed from his forehead. The story of her birth comes in several versions. The earliest mention is in Book V of the ""Iliad"", when Ares accuses Zeus of being biased in favor of Athena because """"autos egeinao"""" (literally ""you fathered her"", but probably intended as ""you gave birth to her""). In the version recounted by Hesiod in his ""Theogony"", Zeus married the goddess Metis, who is described as the ""wisest among gods and mortal men"", and engaged in sexual intercourse with her. After learning that Metis was pregnant, however, he became afraid that the unborn offspring would try to overthrow him, because Gaia and Ouranos had prophesied that Metis would bear children wiser than their father. In order to prevent this, Zeus tricked Metis into letting him swallow her, but it was too late because Metis had already conceived. A later account of the story from the ""Bibliotheca"" of Pseudo-Apollodorus, written in the second century AD, makes Metis Zeus's unwilling sexual partner, rather than his wife. According to this version of the story, Metis transformed into many different shapes in effort to escape Zeus, but Zeus successfully raped her and swallowed her.",ar,False,-1,no,
هل يمكن استخدام المهدئات العصبية في علاج فرط الحركة؟,"Clonidine is a medication that is used to treat high blood pressure, attention deficit hyperactivity disorder, anxiety disorders, tic disorders, withdrawal (from either alcohol, opioids, or smoking), migraine, menopausal flushing, diarrhea, and certain pain conditions. It is marketed under many brand names.",ar,False,-1,no,
هل يمكن إصلاح التلف الناجم بسبب الشلل الدماغي لدى الأطفال ؟,"Cerebral palsy (CP) is a group of permanent movement disorders that appear in early childhood. Signs and symptoms vary among people. Often, symptoms include poor coordination, stiff muscles, weak muscles, and tremors. There may be problems with sensation, vision, hearing, swallowing, and speaking. Often, babies with cerebral palsy do not roll over, sit, crawl or walk as early as other children of their age. Other symptoms include seizures and problems with thinking or reasoning, which each occur in about one third of people with CP. While symptoms may get more noticeable over the first few years of life, underlying problems do not worsen over time.
Cerebral palsy is caused by abnormal development or damage to the parts of the brain that control movement, balance, and posture. Most often, the problems occur during pregnancy; however, they may also occur during childbirth or shortly after birth. Often, the cause is unknown. Risk factors include preterm birth, being a twin, certain infections during pregnancy such as toxoplasmosis or rubella, exposure to methylmercury during pregnancy, a difficult delivery, and head trauma during the first few years of life, among others. About 2% of cases are believed to be due to an inherited genetic cause. A number of sub-types are classified based on the specific problems present. For example, those with stiff muscles have spastic cerebral palsy, those with poor coordination have ataxic cerebral palsy and those with writhing movements have athetoid cerebral palsy. Diagnosis is based on the child's development over time. Blood tests and medical imaging may be used to rule out other possible causes.
CP is partly preventable through immunization of the mother and efforts to prevent head injuries in children such as through improved safety. There is no cure for CP; however, supportive treatments, medications and surgery may help many individuals. This may include physical therapy, occupational therapy and speech therapy. Medications such as diazepam, baclofen and botulinum toxin may help relax stiff muscles. Surgery may include lengthening muscles and cutting overly active nerves. Often, external braces and other assistive technology are helpful. Some affected children can achieve near normal adult lives with appropriate treatment. While alternative medicines are frequently used, there is no evidence to support their use.
Cerebral palsy is the most common movement disorder in children. It occurs in about 2.1 per 1,000 live births. Cerebral palsy has been documented throughout history, with the first known descriptions occurring in the work of Hippocrates in the 5th century BCE. Extensive study of the condition began in the 19th century by William John Little, after whom spastic diplegia was called ""Little's disease"". William Osler first named it ""cerebral palsy"" from the German ""zerebrale Kinderlähmung"" (cerebral child-paralysis). A number of potential treatments are being examined, including stem cell therapy. However, more research is required to determine if it is effective and safe.
",ar,False,-1,no,
هل ليبيا بلد صوفي ؟,"Most Libyans adhere to the Sunni branch of Islam, which provides both a spiritual guide for individuals and a keystone for government policy. Its tenets stress a unity of religion and state rather than a separation or distinction between the two, and even those Muslims who have ceased to believe fully in Islam retain Islamic habits and attitudes. The post-revolution National Transitional Council has explicitly endeavored to reaffirm Islamic values, enhance appreciation of Islamic culture, elevate the status of Qur'anic law and, to a considerable degree, emphasize Qur'anic practice in everyday Libyan life with legal implementation in accordance to Islamic jurisprudence known as sharia. Libya has a small presence of Ahmadis and Shias consisting of Pakistani immigrants, though unrecongnized by the state .",ar,False,-1,no,
هل كان صلاح الدين الأيوبيّ كرديّا؟,"Saladin was born in Tikrit in modern-day Iraq. His personal name was ""Yusuf""; ""Salah ad-Din"" is a ""laqab"", an honorific epithet, meaning ""Righteousness of the Faith."" His family was of mixed Kurdish and Turkish ancestry, and had originated from the city of Dvin in central Armenia. The Rawadiya tribe he hailed from had been partially assimilated into the Arabic-speaking world by this time. In 1132, the defeated army of Imad ad-Din Zengi, the ruler of Mosul, found their retreat blocked by the Tigris River opposite the fortress of Tikrit, where Saladin's father, Najm ad-Din Ayyub served as the warden. Ayyub provided ferries for the army and gave them refuge in Tikrit. Mujahed al-Din Bihruz, a former Greek slave who had been appointed as the military governor of northern Mesopotamia for his service to the Seljuks, reprimanded Ayyub for giving Zengi refuge and in 1137 banished Ayyub from Tikrit after his brother Asad al-Din Shirkuh killed a friend of Bihruz in an honour killing. According to Baha ad-Din ibn Shaddad, Saladin was born on the same night that his family left Tikrit. In 1139, Ayyub and his family moved to Mosul, where Imad ad-Din Zengi acknowledged his debt and appointed Ayyub commander of his fortress in Baalbek. After the death of Zengi in 1146, his son, Nur ad-Din, became the regent of Aleppo and the leader of the Zengids.",ar,False,-1,no,
هل الأرض مسطحة ؟,"The Earth is massive enough that gravity maintains it as a roughly spherical shape. Its formation into a sphere was made easy by its primordial hot, liquid phase.",ar,False,-1,no,
هل تعيش اسماك القرش في اين تقع جمهورية الدومينيكان ؟,"The area is a key contributor to tourism in the Dominican Republic. As a beach destination, many of the popular excursions in Punta Cana are near the water. These activities include snorkeling, windsurfing, banana boat rides, speedboats, scuba diving, catamaran cruises, party boats, deep sea fishing, as well as swimming with dolphins and sharks and stingrays snorkeling. Visitors that prefer to see more of the Dominican country side, there are land based excursions such as safari tours, horse back riding and dune buggy. The land based excursions offer some of the most beautiful views that Punta Cana has to offer. ",ar,False,-1,no,
هل تتساوى حقوق الرجل والمرأة في اليمن ؟,"In 2017, Yemeni women do not hold many economic, social or cultural rights. While suffrage was gained in 1967 and constitutional and legal protection was extended to women during the first years of Yemen unity between 1990–1994, they continue to struggle “in exercising their full political and civil rights”. History shows that women have played major roles in Yemeni society. Some women of pre-Islamic and early Islamic Yemen held elite status in society. The Queen of Sheba, for example, “is a source of pride for the Yemeni nation”. In addition, Queen Arwa has been noted for her attention to infrastructure, which added to a documented time of prosperity under her rule. Modern day women of Yemen, however, are subject to a society that reflects largely agrarian, tribal, and patriarchal traditions. This, combined with illiteracy and economic issues has led women to continuously be deprived of their rights as citizens of Yemen.",ar,False,-1,no,
